#,key,Title,Link,Preview,Abstract,Year,Bibtex
73,paper_106,"Transformation Rules for Translating Business Rules to OCL Constraints",http://link.springer.com/chapter/10.1007%2F978-3-642-21470-7_10,"<b>Authors:</b><br/>Imran S. Bajwa,Mark G. Lee  <br/>",,2011,
74,paper_107,"An Automated Approach to Transform Use Cases into Activity Diagrams",http://link.springer.com/chapter/10.1007%2F978-3-642-13595-8_26,"<b>Authors:</b><br/> Tao Yue, Lionel C. Briand, Yvan Labiche  <br/>",,2010,
75,paper_109,"Automated Transition from Use Cases to UML State Machines to Support State-Based Testing",http://link.springer.com/chapter/10.1007%2F978-3-642-21470-7_9,"<b>Authors:</b><br/>Tao Yue,Shaukat Ali,Lionel Briand  <br/>",,2011,
76,paper_110,"Model Transformations for Migrating Legacy Models: An Industrial Case Study",http://link.springer.com/chapter/10.1007%2F978-3-642-31491-9_9,"<b>Authors:</b><br/>Gehan M. K. Selim,Shige Wang,James R. Cordy,Juergen Dingel <br/>",,2012,
77,paper_111,"BOB the Builder: A Fast and Friendly Model-to-PetriNet Transformer",http://link.springer.com/chapter/10.1007%2F978-3-642-31491-9_31,"<b>Authors:</b><br/>Ulrich Winkler,Mathias Fritzsche,Wasif Gilani,Alan Marshall  <br/>",,2012,
78,paper_112,"Code Generation for UML 2 Activity Diagrams",http://link.springer.com/chapter/10.1007%2F978-3-642-21470-7_15,"<b>Authors:</b><br/>Dominik Gessenharter,Martin Rauscher <br/>",,2011,
79,paper_116,"Towards Model Driven Tool Interoperability: Bridging Eclipse and Microsoft Modeling Tools",http://link.springer.com/chapter/10.1007/978-3-642-13595-8_5,"<b>Authors:</b><br/> Hugo Brunelière,Jordi Cabot,Cauê Clasen,Frédéric Jouault,Jean Bézivin  <br/>",,2010,
80,paper_117,"Model-Driven Engineering of Machine Executable Code",http://link.springer.com/chapter/10.1007/978-3-642-13595-8_10,"<b>Authors:</b><br/>Michael Eichberg,Martin Monperrus,Sven Kloppenburg,Mira Mezini <br/>",,2010,
81,paper_118,"Translation of QVT Relations into QVT Operationnal Mappings",,"<b>Authors:</b><br/>Raphael Romeikat, Stephan Roser, Pascal Mullender, and Bernhard Bauer <br/>",,2008,
82,paper_119,"Rewriting Queries by Means of Model Transformations from SPARQL to OQL and Vice-Versa",,"<b>Authors:</b><br/>Guillaume Hillairet, Frédéric Bertrand, and Jean Yves Lafaye <br/>",,2009,
